"CÓDIGO","DESCRIPCION","LATITUD","LONGITUD","DIRECCIÓN","C.P.","POBLACION","PROVINCIA","PAIS","CERCANIAS","FEVE"
"04007","GUADALAJARA-YEBES","40,5879523","-3,1249541","CARRETERA N-320 SACEDON-CUENCA, KM 268","19000","Guadalajara","Guadalajara","España","NO","NO"
"70200","GUADALAJARA","40,534668","-3,2985719","CALLE FRANCISCO ARITIO, S/N","19004","Guadalajara","Guadalajara","España","SI","NO"
"70105","AZUQUECA","40,56104","-3,265446","PASEO ESTACION FERROCARRIL, S/N","19200","Azuqueca de Henares","Guadalajara","España","SI","NO"
"70202","YUNQUERA DE HENARES","40,747036","-3,163145","PASEO ESTACION FERROCARRIL, S/N","19210","Yunquera de Henares","Guadalajara","España","NO","NO"
"70204","HUMANES DE MOHERNANDO","40,8311845","-3,1389515","PASEO ESTACION FERROCARRIL, S/N","19229","Humanes","Guadalajara","España","NO","NO"
"70209","JADRAQUE","40,930006","-2,935785","CARRETERA ESTACION FERROCARRIL, S/N","19240","Jadraque","Guadalajara","España","NO","NO"
"70208","CARRASCOSA DE HENARES","40,905884","-3,013691","PASEO EL APEADERO, S/N","19247","Espinosa de Henares","Guadalajara","España","NO","NO"
"70302","SIGÜENZA","41,071329","-2,646456","CALLE ALFONSO VI, S/N","19250","Sigüenza","Guadalajara","España","NO","NO"
"70207","ESPINOSA DE HENARES","40,909718","-3,0731338","PASEO ESTACION FERROCARRIL, S/N","19292","Espinosa de Henares","Guadalajara","España","NO","NO"
"70210","MATILLAS","40,953837","-2,843212","BARRIO ESTACION FERROCARRIL, S/N","19294","Matillas","Guadalajara","España","NO","NO"
"70300","BAIDES","41,004911","-2,785903","CALLE ESTACION FERROCARRIL, S/N","19295","Baides","Guadalajara","España","NO","NO"
"11512","GROS","43,321736","-1,974092","MISERICORDIA KALEA, 7","20001","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11511","SAN SEBASTIAN/DONOSTIA","43,3177088","-1,9768694","CALLE PASEO DE FRANCIA, 22","20012","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11513","ATEGORRIETA","43,32031","-1,959835","ZUBIAURRE PASEALEKUA, 27","20013","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11509","MARTUTENE","43,299077","-1,956187","BIDEA HIPICA, 105","20014","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11510","LOIOLA","43,304632","-1,963606","ANTZIETA PASEALEKUA, 15","20014","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11522","INTXAURRONDO","43,320025","-1,951797","ZUBIARRE PASEALEKUA, S/N","20015","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11514","HERRERA","43,319364","-1,937041","HERRERA PASEALEKUA, 3","20017","Donostia/San Sebastián","Gipuzkoa","España","SI","NO"
"11516","LEZO-RENTERIA","43,315851","-1,899411","JAIZKIBEL HIRIBIDEA, 2","20100","Lezo","Gipuzkoa","España","SI","NO"
"11515","PASAIA","43,31892","-1,917169","NAFARROA HIRIBIDEA, 16","20110","Pasaia","Gipuzkoa","España","SI","NO"
"11507","HERNANI-CENTRO","43,265649","-1,973388","ANTZIETA KALEA, S/N","20120","Hernani","Gipuzkoa","España","SI","NO"
"11508","HERNANI","43,272525","-1,963748","BESTIZAN KALEA, S/N","20120","Hernani","Gipuzkoa","España","SI","NO"
"11506","URNIETA","43,247514","-1,988444","BARRIO LATEGUI, S/N","20130","Urnieta","Gipuzkoa","España","SI","NO"
"11504","ANDOAIN-CENTRO","43,215536","-2,020428","KALEBERRIA KALEA, 34","20140","Andoain","Gipuzkoa","España","SI","NO"
"11505","ANDOAIN","43,222209","-2,015183","ARANTZIBIA KALEA, S/N","20140","Andoain","Gipuzkoa","España","SI","NO"
"11503","BILLABONA-ZIZURKIL","43,189202","-2,055365","AURRERA PLAZA, 5","20150","Villabona","Gipuzkoa","España","SI","NO"
"11404","BEASAIN","43,046255","-2,202383","BARRENDAIN PLAZA, 1","20200","Beasain","Gipuzkoa","España","SI","NO"
"11402","ORMAIZTEGUI","43,0404","-2,256583","SAKABANATUA BARREIATUA, 23","20216","Ormaiztegi","Gipuzkoa","España","SI","NO"
"11305","BRINKOLA","43,018953","-2,334606","CALLE ESTACION FERROCARRIL S/N","20220","Oñati","Gipuzkoa","España","SI","NO"
"11405","ORDIZIA","43,052721","-2,179188","JOSEBA REZOLAREN PASALEKUA, 2","20240","Ordizia","Gipuzkoa","España","SI","NO"
"11406","ITSASONDO","43,068438","-2,162583","GELTOKIKO BIDEA, 2","20249","Itsasondo","Gipuzkoa","España","SI","NO"
"11407","LEGORRETA","43,085738","-2,140867","SAN MIGUEL AUZOA, 10","20250","Legorreta","Gipuzkoa","España","SI","NO"
"11409","ALEGIA","43,101758","-2,097122","BIDEBERRIETA KALEA, 4","20260","Alegia","Gipuzkoa","España","SI","NO"
"11408","IKAZTEGIETA","43,094043","-2,125586","SAN LORENZO AUZUNEA, 18","20267","Ikaztegieta","Gipuzkoa","España","SI","NO"
"11502","ANOETA","43,162515","-2,070541","SAN JUAN KALEA, S/N","20270","Anoeta","Gipuzkoa","España","SI","NO"
"11600","IRUN","43,3394957","-1,8012734","CALLE ESTACION FERROCARRIL, S/N","20301","Irun","Gipuzkoa","España","SI","NO"
"11518","VENTAS DE IRUN","43,330401","-1,816779","ELIZATXO HIRIBIDEA, S/N","20305","Irun","Gipuzkoa","España","SI","NO"
"11306","LEGAZPI","43,051058","-2,330552","GELTOKI HIRIBIDEA, 9","20320","Legazpi","Gipuzkoa","España","SI","NO"
"11500","TOLOSA","43,135512","-2,079107","GELTOKI KALEA, S/N","20400","Tolosa","Gipuzkoa","España","SI","NO"
"11501","TOLOSA-CENTRO","43,139368","-2,074106","PABLO GOROSABEL KALEA, S/N","20400","Tolosa","Gipuzkoa","España","SI","NO"
"11400","ZUMARRAGA","43,087243","-2,319914","ESTACIONES DE LAS PLAZAS, S/N","20700","Zumarraga","Gipuzkoa","España","SI","NO"
"43019","HUELVA-TERMINO","37,252635","-6,944905","AVENIDA DE CADIZ, S/N","21003","Huelva","Huelva","España","NO","NO"
"42015","CALAÑAS","37,651964","-6,876462","PASEO RAMON REGAJO, S/N","21300","Calañas","Huelva","España","NO","NO"
"42016","LOS MILANOS","37,586225","-6,919955","CARRETERA H-9020 - ESTACION FERROCARRIL, S/N","21300","Calañas","Huelva","España","NO","NO"
"42018","EL COBUJON","37,51651","-6,953432","CARRETERA HV-1427 - ESTACION FERROCARRIL, S/N","21300","Calañas","Huelva","España","NO","NO"
"42013","EL TAMUJOSO","37,7203298","-6,9005379","CARRETERA HU-5101 - ESTACION FERROCARRIL, S/N","21320","Cerro de Andévalo, El","Huelva","España","NO","NO"
"42012","VALDELAMUSA","37,787145","-6,8737178","CARRETERA HU-6102 - ESTACION FERROCARRIL, S/N","21330","Cortegana","Huelva","España","NO","NO"
"42009","ALMONASTER-CORTEGANA","37,9012229","-6,7973125","CALLE ALDEA ESTACION ALMTER, S/N","21342","Almonaster la Real","Huelva","España","NO","NO"
"42008","JABUGO-GALAROZA","37,9279893","-6,7730438","CALLE ROMAN TALERO, 34","21360","Jabugo","Huelva","España","NO","NO"
"42006","CUMBRES MAYORES","38,0532442","-6,6310657","CARRETERA A-5300 - ESTACION FERROCARRIL, S/N","21380","Cumbres Mayores","Huelva","España","NO","NO"
"42019","BELMONTE","37,461858","-6,947529","CARRETERA N-431 - ESTACION FERROCARRIL, S/N","21500","San Bartolomé de la Torre","Huelva","España","NO","NO"
"42020","GIBRALEON","37,367897","-6,962285","CALLE GUADIANA, 6","21500","Gibraleón","Huelva","España","NO","NO"
"43021","SAN JUAN DEL PUERTO","37,311893","-6,84109","CALLE RIOS ESQUINA PLAZA DE LA MARINA, S/N","21610","San Juan del Puerto","Huelva","España","NO","NO"
"43011","LA PALMA DEL CONDADO","37,3906538","-6,5544227","AVENIDA DE LA CONSTITUCION, 9","21700","Palma del Condado, La","Huelva","España","NO","NO"
"70108","COSLADA","40,4241947","-3,5602359","CALLE DOCTOR FLEMING, S/N","21820","Coslada","Madrid","España","SI","NO"
"43015","NIEBLA-PUERTA DEL BUEY","37,3584965","-6,681256","AVENIDA PUERTA DEL BUEY, S/N","21840","Niebla","Huelva","España","NO","NO"
"43012","VILLARRASA","37,3870134","-6,598824","CARRETERA A-472 - ESTACION FERROCARRIL, S/N","21850","Villarrasa","Huelva","España","NO","NO"
"43009","ESCACENA","37,397858","-6,391999","CARRETERA HU-6111 - CAMINO DEL POZO, S/N","21870","Escacena del Campo","Huelva","España","NO","NO"
"74200","HUESCA","42,1333507","-0,4097769","CALLE JOSE GIL CAVEZ, 10","22005","Huesca","Huesca","España","NO","NO"
"78203","SARIÑENA","41,8171171","-0,1723288","BARRIO ESTACION FERROCARRIL, S/N","22200","Sariñena","Huesca","España","NO","NO"
"78200","TARDIENTA","41,9757949","-0,5383496","PLAZA ESTACION FERROCARRIL, S/N","22240","Tardienta","Huesca","España","NO","NO"
"78201","GRAÑEN","41,9379837","-0,3692811","CALLE RONDA DE ARAGON, S/N","22260","Grañén","Huesca","España","NO","NO"
"78301","MONZON-RIO CINCA","41,9137896","0,1969015","PLAZA ESTACION FERROCARRIL, S/N","22400","Monzón","Huesca","España","NO","NO"
"78302","BINEFAR","41,8497659","0,2913721","AVENIDA DE ARAGON, S/N","22500","Binéfar","Huesca","España","NO","NO"
"74211","SABIÑANIGO","42,5204167","-0,3733136","CALLE SERRABLO, 2","22600","Sabiñánigo","Huesca","España","NO","NO"
"74209","CALDEARENAS-AQUILUE","42,3979073","-0,499468","CALLE ESTACION FERROCARRIL, S/N","22624","Caldearenas","Huesca","España","NO","NO"
"74213","JACA","42,5776167","-0,5386996","CALLE ESTACION FERROCARRIL, S/N","22700","Jaca","Huesca","España","NO","NO"
"74214","CASTIELLO-PUEBLO","42,6273588","-0,5451882","AVENIDA FRANCIA, S/N","22710","Castiello de Jaca","Huesca","España","NO","NO"
"74204","AYERBE","42,2755598","-0,682595","CARRETERA A-1206 - AVENIDA LAORRE, S/N","22800","Ayerbe","Huesca","España","NO","NO"
"74205","RIGLOS-CONCILIO","42,3169651","-0,7274176","CALLE LACOS, S/N","22808","Peñas de Riglos, Las","Huesca","España","NO","NO"
"74206","RIGLOS","42,3447386","-0,7317148","CALLE ESTACION FERROCARRIL, S/N","22808","Peñas de Riglos, Las","Huesca","España","NO","NO"
"74202","PLASENCIA DEL MONTE","42,2051817","-0,5609244","CARRETERA A-1207 - ESTACION FERROCARRIL, S/N","22810","Sotonera, La","Huesca","España","NO","NO"
"74207","SANTA MARIA Y LA PEÑA","42,38038","-0,6958747","CALLE ESTACION FERROCARRIL, S/N","22820","Peñas de Riglos, Las","Huesca","España","NO","NO"
"74208","ANZANIGO","42,4033453","-0,6430434","CALLE ESTACION FERROCARRIL, S/N","22830","Caldearenas","Huesca","España","NO","NO"
"74216","VILLANUA-LETRANZ","42,6890585","-0,5234695","CALLE ESTACION FERROCARRIL, S/N","22870","Villanúa","Huesca","España","NO","NO"
"74217","CANFRANC","42,7513897","-0,5141525","AVENIDA DE FERNANDO EL CATOLICO, 2","22880","Canfranc","Huesca","España","NO","NO"
"03100","JAEN","37,7800495","-3,7908847","PLAZA DE JAEN POR LA PAZ, 1","23007","Jaén","Jaén","España","NO","NO"
"50207","VILCHES","38,2156965","-3,517513","CALLE ESTACION FERROCARRIL, S/N","23220","Vilches","Jaén","España","NO","NO"
"56004","JODAR-UBEDA","37,9133419","-3,3502021","CARRETERA A-401 - ESTACION DE FERROCARRIL, S/N","23400","Jódar","Jaén","España","NO","NO"
"50300","LINARES-BAEZA","38,069169","-3,5892724","PLAZA DE LAS PALMERAS, S/N","23490","Linares","Jaén","España","NO","NO"
"56009","CABRA DEL SANTO CRISTO Y ALICUN","37,6567026","-3,2625925","CARRETERA JV-3212 - ESTACION FERROCARRIL, S/N","23590","Cabra del Santo Cristo","Jaén","España","NO","NO"
"03001","MENGIBAR-ARTICHUELA","37,9778433","-3,8019294","CALLE CAMINO ESTACION FERROCARRIL, S/N","23620","Mengíbar","Jaén","España","NO","NO"
"50400","ESPELUY","38,0101413","-3,832274","PLAZA ESTACION FERROCARRIL, 3","23628","Espelúy","Jaén","España","NO","NO"
"50403","ANDUJAR","38,02824","-4,06604","CARRETERA ESTACION FERROCARRIL S/N","23740","Andújar","Jaén","España","NO","NO"
"05778","LEÓN, PADRE ISLA","42,60232","-5,57504","AVDA. PADRE ISLA, 48","24002","León","León","España","NO","SI"
"05803","LA ASUNCION UNIVERSIDAD","42,615821","-5,566379","CALLE TAMBARON, 3","24003","León","León","España","NO","SI"
"05784","HOSPITALES","42,61262","-5,56985","Calle Maestro Jusquin, 17","24008","León","León","España","NO","SI"
"05801","VENTAS SAN MAMES","42,6093765","-5,5717606","Plaza Juan de Austria","24008","León","León","España","NO","SI"
"15100","LEON","42,595994","-5,5826161","CALLE ASTORGA, S/N","24009","León","León","España","NO","NO"
"05777","VILLAQUILAMBRE","42,646886","-5,554037","CALLE LA VIA, S/N","24193","Villaquilambre","León","España","NO","SI"
"05785","VILLASINTA","42,657554","-5,549298","CALLE LA VIA, S/N","24193","Villaquilambre","León","España","NO","SI"
"05794","LA RAYA","42,638109","-5,556996","CALLE PICON, S/N","24193","Villaquilambre","León","España","NO","SI"
"05796","VILLA ROMANA","42,629111","-5,561338","AVENIDA DE LA LIBERTAD, S/N","24193","Villaquilambre","León","España","NO","SI"
"15015","PALANQUINOS","42,4606633","-5,4974771","PLAZA SANTA RITA, 10","24225","Villanueva de las Manzanas","León","España","NO","NO"
"20111","BEMBIBRE","42,6095787","-6,4222006","CALLE SUSANA GONZALEZ, 56","24300","Bembibre","León","España","NO","NO"
"15009","SAHAGUN","42,3693361","-5,0226545","CALLE TRAS ESTACION, S/N","24320","Sahagún","León","España","NO","NO"
"15014","SANTAS MARTAS","42,4599988","-5,3866323","CALLE ESTACION FERROCARRIL, 10-16","24330","Santas Martas","León","España","NO","NO"
"15008","GRAJAL","42,3231962","-5,0133741","CALLE ESTACION FERROCARRIL, S/N","24340","Grajal de Campos","León","España","NO","NO"
"15012","EL BURGO RANERO","42,4257649","-5,2084815","CALLE SENDA ESTACION FERROCARRIL, S/N","24343","Burgo Ranero, El","León","España","NO","NO"
"20005","VEGUELLINA","42,433562","-5,887601","PASEO ESTACION FERROCARRIL, 34","24350","Villarejo de Órbigo","León","España","NO","NO"
"20104","BRAÑUELAS","42,632623","-6,2010116","TRAVESIA FANAL, 5","24360","Villagatón","León","España","NO","NO"
"20109","TORRE DEL BIERZO","42,595497","-6,3289094","PASEO ESTACION FERROCARRIL, S/N","24370","Torre del Bierzo","León","España","NO","NO"
"20106","LA GRANJA","42,606841","-6,294966","AVENIDA SAN VICENTE, S/N","24378","Torre del Bierzo","León","España","NO","NO"
"20002","QUINTANA-RANEROS","42,5500687","-5,6377276","CALLE GUZMAN EL BUENO, S/N","24391","Santovenia de la Valdoncina","León","España","NO","NO"
"20008","VILLABANTE","42,4645614","-5,8388884","CALLE EL PALACIO, 32","24393","Santa Marina del Rey","León","España","NO","NO"
"20006","BARRIENTOS","42,414221","-5,9639231","CALLE SANTA ANA, 20","24394","Valderrey","León","España","NO","NO"
"20007","NISTAL","42,4244463","-6,0080164","CALLE ANTONIO ACEÑA, 21","24395","San Justo de la Vega","León","España","NO","NO"
"20102","VEGA-MAGAZ","42,5531716","-6,067997","CALLE CAMINO ESTACION FERROCARRIL, S/N","24396","Magaz de Cepeda","León","España","NO","NO"
"20103","PORQUEROS","42,598974","-6,108328","CALLE ESTACION FERROCARRIL, 5","24397","Magaz de Cepeda","León","España","NO","NO"
"20113","SAN MIGUEL DE LAS DUEÑAS","42,5864103","-6,5237647","CALLE ESTACION FERROCARRIL, 34","24398","Congosto","León","España","NO","NO"
"20200","PONFERRADA","42,545398","-6,602382","AVENIDA DEL FERROCARRIL, 15","24400","Ponferrada","León","España","NO","NO"
"20204","TORAL DE LOS VADOS","42,541061","-6,7765649","PLAZA ESTACION FERROCARRIL, S/N","24560","Toral de los Vados","León","España","NO","NO"
"20203","VILLADEPALOS","42,5368908","-6,751069","CALLE CAMINO DEL APEADERO, S/N","24565","Carracedelo","León","España","NO","NO"
"15108","LA POLA DE GORDON","42,854015","-5,674606","CALLE CAPITAN LOZANO, 7","24600","Pola de Gordón, La","León","España","NO","NO"
"15106","LA ROBLA","42,8039955","-5,6263925","CALLE GORDON ORDAS, 30","24640","Robla, La","León","España","NO","NO"
"15109","SANTA LUCIA","42,8749243","-5,6397212","CALLE REINO DE LEON, 1","24650","Pola de Gordón, La","León","España","NO","NO"
"15112","VILLAMANIN","42,9367014","-5,6576852","CALLE ESTACION FERROCARRIL, 5","24680","Villamanín","León","España","NO","NO"
"15113","BUSDONGO","42,9844961","-5,7053997","CARRETERA N-630 - ESTACION FERROCARRIL, 1","24690","Villamanín","León","España","NO","NO"
"20100","ASTORGA","42,4594174","-6,0471732","AVENIDA ESTACION FERROCARRIL, S/N","24700","Astorga","León","España","NO","NO"
"05761","CISTIERNA","42,803325","-5,130783","CALLE EL HULLERO, 21","24800","Cistierna","León","España","NO","SI"
"05790","SORRIBA","42,786275","-5,127475","CALLE CAMINO NUMERO UNO, 2","24815","Cistierna","León","España","NO","SI"
"05771","PARDAVE","42,806349","-5,508186","CALLE SAN ANDRES, S/N","24820","Matallana de Torío","León","España","NO","SI"
"05772","PEDRUN","42,791013","-5,506954","CARRETERA LE-311 - ESTACION FERROCARRIL, S/N","24820","Garrafe de Torío","León","España","NO","SI"
"05786","MATUECA","42,771532","-5,51194","CALLE VIRGEN CAMINO, S/N","24820","Garrafe de Torío","León","España","NO","SI"
"05770","MATALLANA","42,841068","-5,522135","CALLE TRAVESIA ESTACION FERROCARRIL, S/N","24830","Matallana de Torío","León","España","NO","SI"
"05769","LA VALCUEVA","42,84966","-5,486957","CALLE LA RIBA, S/N","24839","Matallana de Torío","León","España","NO","SI"
"05787","NAREDO","42,833441","-5,523002","CARRETERA LE-4620 - ESTACION FERROCARRIL, S/N","24839","Matallana de Torío","León","España","NO","SI"
"05788","ROBLES","42,840726","-5,507317","CALLE ESTACION FERROCARRIL S/N","24839","Matallana de Torío","León","España","NO","SI"
"05767","LA VECILLA","42,855095","-5,412162","CARRETERA LE-321 - ESTACION FERROCARRIL, S/N","24840","Vecilla, La","León","España","NO","SI"
"05795","OTERO","42,859568","-5,389983","CALLE ESTACION FERROCARRIL S/N","24847","Villaquilambre","León","España","NO","SI"
"05797","VALDEPIELAGO","42,864964","-5,403234","CARRETERA LE-321 - ESTACION FERROCARRIL, S/N","24847","Valdepiélago","León","España","NO","SI"
"05768","AVIADOS","42,854774","-5,442816","CALLE BARRIO FONDO - CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24849","Vecilla, La","León","España","NO","SI"
"05789","CAMPOHERMOSO","42,855941","-5,42872","CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24849","Vecilla, La","León","España","NO","SI"
"05766","BOÑAR","42,862759","-5,328534","CALLE HERMINIO RODRIGUEZ, S/N","24850","Boñar","León","España","NO","SI"
"05793","LA MATA DE LA RIBA","42,858578","-5,339745","CALLE LA UNION, S/N","24852","Vegaquemada","León","España","NO","SI"
"05805","BARRIO DE LAS OLLAS","42,85859","-5,339461","CALLE LA UNION, S/N","24852","Boñar","León","España","NO","SI"
"05765","LA LOSILLA","42,838561","-5,318151","CALLE REAL CIMERA, S/N","24860","Vegaquemada","León","España","NO","SI"
"05798","LA DEVESA","42,820148","-5,302187","CALLE ESTACION FERROCARRIL S/N","24860","Vegaquemada","León","España","NO","SI"
"05763","LA ERCINA","42,808842","-5,213909","CALLE ESTACION FERROCARRIL, 10","24870","Ercina, La","León","España","NO","SI"
"05764","BARRILLOS","42,812364","-5,283128","CARRETERA LE-4606 - ESTACION FERROCARRIL, S/N","24877","Ercina, La","León","España","NO","SI"
"05762","YUGUEROS","42,809817","-5,180063","CALLE REAL, S/N","24879","Ercina, La","León","España","NO","SI"
"05758","PUENTE ALMUHEY","42,78764","-4,971911","CALLE ESTACION FERROCARRIL, 2 - 4","24880","Valderrueda","León","España","NO","SI"
"05756","LA ESPINA","42,787317","-4,905185","CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24889","Valderrueda","León","España","NO","SI"
"05757","VALCUENDE","42,765639","-4,930047","CALLE ARRIBA, S/N","24889","Valderrueda","León","España","NO","SI"
"05776","SAN FELIZ","42,682301","-5,537782","CALLE ESTACION FERROCARRIL, 3","24890","Garrafe de Torío","León","España","NO","SI"
"05773","MANZANEDA","42,754603","-5,51641","CALLE VEGA DE SAN PEDRO, S/N","24891","Garrafe de Torío","León","España","NO","SI"
"05774","GARRAFE","42,734502","-5,52421","CALLE ESTACION FERROCARRIL, 5","24891","Garrafe de Torío","León","España","NO","SI"
"05775","PALAZUELO","42,707132","-5,533764","CAMINO APEADERO, 11","24891","Garrafe de Torío","León","España","NO","SI"
"05807","VALDERILLA","42,718707","-5,529982","CARRETERA LE-4518 - ESTACION FERROCARRIL, S/N","24891","Santander","Cantabria","España","NO","SI"
"05760","VALLE DE LAS CASAS","42,767776","-5,071105","CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24892","Cebanico","León","España","NO","SI"
"05755","LA LLAMA DE LA GUZPEÑA","42,77215","-5,03891","CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24893","Prado de la Guzpeña","León","España","NO","SI"
"05759","PRADO DE LA GUZPEÑA","42,783264","-5,027122","CALLE LA TORRE, S/N","24893","Prado de la Guzpeña","León","España","NO","SI"
"05799","CEREZAL DE LA GUZPEÑA","42,779787","-5,005576","CARRETERA CL-626 - ESTACION FERROCARRIL, S/N","24893","Prado de la Guzpeña","León","España","NO","SI"
"78400","LLEIDA-PIRINEUS","41,6207709","0,6327913","PLAÇA BERENGUER IV, S/N","25007","Lleida","Lleida","España","NO","NO"
"73001","PUIGVERD DE LLEIDA-ARTESA DE LLEIDA","41,5536749","0,7333933","CARRETERA LV-7022 - ESTACION FERROCARRIL, 6","25153","Puigverd de Lleida","Lleida","España","NO","NO"
"78500","CERVERA","41,6736697","1,2747541","PASSEIG DE L'ESTACIO FERROCARRIL, S/N","25200","Cervera","Lleida","España","NO","NO"
"78402","BELL-LLOC D'URGELL","41,6316563","0,7815619","CARRER DE L'ESTACIO, S/N","25220","Bell-lloc d'Urgell","Lleida","España","NO","NO"
"78403","MOLLERUSSA","41,6318261","0,8969098","PLAÇA L'ESTACIO FERROCARRIL, 4","25230","Mollerussa","Lleida","España","NO","NO"
"78404","GOLMES","41,6359096","0,9308368","PASSEIG L'ESTACIO FERROCARRIL, S/N","25241","Golmés","Lleida","España","NO","NO"
"78406","BELLPUIG","41,6325588","1,0129742","AVINGUDA DE LLEIDA, S/N","25250","Bellpuig","Lleida","España","NO","NO"
"78405","CASTELLNOU DE SEANA","41,6374776","0,9677288","CARRETERA LV-3443 - ESTACION FERROCARRIL, S/N","25265","Castellnou de Seana","Lleida","España","NO","NO"
"78501","SANT GUIM DE FREIXENET","41,6559069","1,4205931","PLAÇA DE L'ESTACIO, S/N","25270","Sant Guim de Freixenet","Lleida","España","NO","NO"
"78408","TARREGA","41,6502293","1,1388073","CARRE DEL SEGLE XX, S/N","25300","Tàrrega","Lleida","España","NO","NO"
"78407","ANGLESOLA","41,6463987","1,0789872","CARRETERA LV-3342 - ESTACION FEROCARRIL, S/N","25320","Anglesola","Lleida","España","NO","NO"
"73003","LES BORGES BLANQUES","41,5217222","0,8772657","CAMI DEL CARRO, S/N","25400","Borges Blanques, Les","Lleida","España","NO","NO"
"73004","LA FLORESTA","41,5041749","0,9243914","CARRETERA LV-2012 - ESTACION FERROCARRIL, S/N","25413","Floresta, La","Lleida","España","NO","NO"
"73002","JUNEDA","41,5439419","0,8255156","CARRER DE PRAT DE LA RIBA, S/N","25430","Juneda","Lleida","España","NO","NO"
"73005","VINAIXA","41,4251246","0,9704029","CARRETERA ALBI, 34","25440","Vinaixa","Lleida","España","NO","NO"
"81100","LOGROÑO","42,4575947","-2,4406833","AVENIDA DE COLON, 83","26003","Logroño","Rioja, La","España","NO","NO"
"81102","AGONCILLO","42,4435948","-2,2916232","CALLE JOSE MARIA DE LA VEGA, S/N","26160","Agoncillo","Rioja, La","España","NO","NO"
"81002","HARO","42,5836452","-2,8492747","CALLE ESTACION FERROCARRIL, S/N","26200","Haro","Rioja, La","España","NO","NO"
"81108","CALAHORRA","42,3106137","-1,9579207","AVENIDA ESTACION FERROCARRIL, S/N","26500","Calahorra","Rioja, La","España","NO","NO"
"81105","ALCANADRE","42,4074871","-2,1222005","CALLE CARRETERA ESTACION, 49","26509","Alcanadre","Rioja, La","España","NO","NO"
"81110","ALFARO","42,1864833","-1,7481719","AVENIDA DE LA VIA, S/N","26540","Alfaro","Rioja, La","España","NO","NO"
"81109","RINCON DE SOTO","42,2301894","-1,8477929","CALLE ESTACION FERROCARRIL, 2","26550","Rincón de Soto","Rioja, La","España","NO","NO"
"20309","LUGO","43,0150666","-7,5521368","PLAZA DE CONDE FONTAO, S/N","27003","Lugo","Lugo","España","NO","NO"
"20314","GUITIRIZ","43,1790747","-7,8950709","CALLE ESTACION FERROCARRIL, 71","27300","Guitiriz","Lugo","España","NO","NO"
"20216","SAN CLODIO-QUIROGA","42,465255","-7,287173","RUA DO FERROCARRIL, 31","27310","Ribas de Sil","Lugo","España","NO","NO"
"20218","POBRA DE BROLLON","42,5337515","-7,4001532","AVENIDA DA POBRA, S/N","27331","Pobra do Brollón, A","Lugo","España","NO","NO"
"20310","RABADE","43,121342","-7,6247063","PRAZA DE ESPAÑA, 23","27370","Rábade","Lugo","España","NO","NO"
"20312","BAAMONDE","43,1734198","-7,7563639","CALLE ESTACION FERROCARRIL, 8","27371","Begonte","Lugo","España","NO","NO"
"20313","PARGA","43,1636305","-7,8373271","AVENIDA DA ESTACION, 9","27380","Guitiriz","Lugo","España","NO","NO"
"20214","MONTEFURADO","42,3937465","-7,194573","CALLE SAN MIGUEL MONTEF, 4","27390","Quiroga","Lugo","España","NO","NO"
"20300","MONFORTE DE LEMOS","42,5295972","-7,5034723","PRAZA DA ESTACION, S/N","27400","Monforte de Lemos","Lugo","España","NO","NO"
"22003","SAN ESTEVO DO SIL","42,4272196","-7,6624968","CARRETERA LU-P-4103 - ESTACION FERROCARRIL, S/N","27437","Pantón","Lugo","España","NO","NO"
"22001","CANABAL","42,4826865","-7,5876638","TRAVESIA ESTACION FERROCARRIL, 19","27440","Sober","Lugo","España","NO","NO"
"22004","SAN PEDRO DO SIL","42,4528283","-7,7123405","CARRETERA LU-P-4104 - ESTACION FERROCARRIL, S/N","27470","Pantón","Lugo","España","NO","NO"
"22002","AREAS","42,4579254","-7,6291878","CARRETERA LU-P-5902 - ESTACION FERROCARRIL, S/N","27578","Sober","Lugo","España","NO","NO"
"20305","SARRIA","42,7841346","-7,4188404","RUA RAMON CABANILLAS, 6","27600","Sarria","Lugo","España","NO","NO"
"20306","PEDRELO-CELTIGOS","42,832904","-7,3933761","CALLE CELTIGOS, 84","27617","Sarria","Lugo","España","NO","NO"
"05193","RIBADEO","43,53607","-7,055572","RUA PACO LANZA, 9","27700","Ribadeo","Lugo","España","NO","SI"
"05179","MARZAN","43,57475","-7,26936","RUA PENA PARDA, S/N","27787","Foz","Lugo","España","NO","SI"
"05181","FOZ","43,560886","-7,272235","CARRETERA XERAL PEDREIRA - RUA XOIÑA, S/N","27788","Foz","Lugo","España","NO","SI"
"05177","FAZOURO","43,600457","-7,299843","CARRETERA XENERAL FAZOURO, 4","27789","Foz","Lugo","España","NO","SI"
